Author,PublicationYear,CountPubs
"LEE, SANG YUP",2018,4
"LEE, SANG YUP",2019,4
"LEE, SANG YUP",2020,2
"LEE, SANGJIN",2017,1
"LEE, SARAH A",2018,1
"LEE, SEAN QIU EN",2016,1
"LEE, SEUNG-GOO",2016,1
"LEE, SEUNG-GOO",2019,2
"LEE, SHOUKOU",2017,1
"LEE, SUNG KUK",2016,1
"LEE, SUNG KUK",2017,1
"LEE, SUNG KUK",2019,1
"LEE, SUN-MI",2016,2
"LEE, SUN-MI",2017,1
"LEE, TAEK SOON",2016,1
"LEE, TAEK SOON",2017,1
"LEE, THOMAS",2016,1
"LEE, WON-KEUN",2019,1
"LEE, YI-TSANG",2020,1
"LEE, YONGJAE",2019,1
"LEE, YONGJOO",2019,1
"LEE, YOUNG JE",2017,1
"LEE, YOUNG JE",2018,1
"LEE, YOUNGJOON",2019,1
"LEE, YOUNGSOOK",2018,1
"LEE, YUN SEO",2018,1
"LEE, YUNG SENG",2017,1
"LEE, YUNG SENG",2020,1
"LEEDMAN, PETER J",2019,1
"LEETANASAKSAKUL, KANTINAN",2018,1
"LEFEBVRE, CORALIE",2018,1
"LEFERINK, NICOLE G H",2016,1
"LEFERINK, NICOLE G H",2019,3
"LEFFERT-SORENSON, RACHELLE A",2018,1
"LEGEBEKE, JELMER",2017,1
"LEGER, ROGER",2020,1
"LEGGERE, JANELLE C",2018,1
"LEGGETT, GRAHAM J",2018,1
"LEGGETT, GRAHAM J",2019,1
"LEHMANN, PETER",2020,1
"LEHNER, BENJAMIN A E",2017,1
"LEHNING, CHRISTINA E",2017,1
"LEHOURITIS, PANOS",2017,2
"LEHR, FRANCOIS-XAVIER",2019,2
"LEI, DENGWEI",2019,1
"LEI, HETIAN",2018,1
"LEI, XIAOLAI",2016,1
"LEI, XIAOLAI",2018,1
"LEI, XIAOLAI",2019,1
"LEI, XUAN",2017,1
"LEICHTHAMMER, CHRISTOPHER",2018,1
"LEIFER, IAN",2019,1
"LEIMPEK, ANJA",2018,1
"LEINICKE, SARAH",2019,1
"LEIPPE, PHILIPP",2019,1
"LEISTER, DARIO",2017,1
"LEISTER, DARIO",2018,1
"LEISTER, DARIO",2019,1
"LEITZ, QUENTIN D",2016,1
"LEKIEFFRE, NICOLAS",2016,1
"LEKSHMI, N",2016,1
"LELIMOUSIN, MICKAEL",2018,1
"LEMAIRE, STEPHANE D",2018,1
"LEMAIRE, STEPHANE D",2019,2
"LEMAUX, PEGGY G",2016,1
"LEMETRE, CHRISTOPHE",2016,1
"LEMIRE, SEBASTIEN",2016,1
"LEMIRE, SEBASTIEN",2017,1
"LEMIRE, SEBASTIEN",2018,1
"LEMKE, EDWARD A",2018,1
"LEMKE, RACHELLE A S",2017,1
"LEMKE, RACHELLE A S",2020,1
"LEMMENS, LENNE J M",2018,1
"LEMMENS, PIETER",2016,1
"LEMMER, KIMBERLY C",2017,1
"LEMMERER, MARTIN",2018,1
"LENAGHAN, SCOTT C",2017,1
"LENAGHAN, SCOTT C",2018,2
"LENAGHAN, SCOTT C",2019,2
"LENHARD, BORIS",2018,1
"LENKA, SANGRAM K",2020,1
"LENKEIT, FELINA",2019,1
"LENNEN, REBECCA M",2016,1
"LENNON, CHRISTOPHER",2018,1
"LENTZOS, FILIPPA",2017,1
"LENTZOS, FILIPPA",2020,1
"LENZEN, CHRISTOPH",2019,1
"LEON, DACIA",2018,1
"LEON, MIRIAM",2016,2
"LEON, MIRIAM",2018,1
"LEONARD, JOSHUA N",2016,2
"LEONARD, JOSHUA N",2017,1
"LEONARD, JOSHUA N",2018,1
"LEONARD, SEAN P",2019,2
"LEONCINI, EMANUELE",2019,1
"LEONELLI, SABINA",2016,1
"LEONG, K W",2017,1
"LEONG, SUSANNA SU JAN",2018,1
"LEONG, YOKE PENG",2018,1
"LEONG, YOKE PENG",2020,1
"LEONI, LIVIA",2018,3
"LEONTIS, NEOCLES B",2016,1
"LEPAK, ALEXANDER",2018,1
"LEPROUST, EMILY",2019,1
"LEQUIN, OLIVIER",2019,1
"LERCHER, LUKAS",2016,1
"LERMA-ESCALERA, JORDY ALEXIS",2018,1
"LERNER, RICHARD A",2016,1
"LEROUEIL, PASCALE R",2017,1
"LESLIE, MITCH",2018,1
"LESTERLIN, CHRISTIAN",2016,1
"LETISSE, FABIEN",2016,1
"LETISSE, FABIEN",2017,1
"LETISSE, FABIEN",2018,1
"LEUGERING, GÃƒÆ’Ã‚Â¼NTER",2016,1
"LEUMANN, CHRISTIAN J",2017,2
"LEUNG, BRENDAN M",2017,1
"LEUPOLD, SIMEON",2017,1
"LEVEAU, A",2016,1
"LEVEAU, AYMERIC",2017,1
"LEVENTHAL, DANIEL S",2019,1
"LEVI-ACOBAS, FABIENNE",2017,1
"LEVI-ACOBAS, FABIENNE",2018,1
"LEVIN, AVIAD",2019,1
"LEVIN, DORON",2018,1
"LEVIN, MICHAEL",2016,1
"LEVIN, MICHAEL",2019,4
"LEVIN, NADINE",2016,1
"LEVIN, RACHEL A",2017,1
"LEVINE, MAX Z",2019,1
"LEVISON, BRUCE S",2019,1
"LEVY, LIOR",2017,1
"LEVY, SASHA F",2016,1
"LEVY, SASHA F",2017,1
"LEVY, YAAKOV",2017,1
"LEWANDOWSKI, MICHAEL",2016,1
"LEWIN, HARRIS",2016,1
"LEWIS, AARON",2016,1
"LEWIS, AMANDA",2020,1
"LEWIS, CHARLIE",2018,1
"LEWIS, DANIEL D",2017,2
"LEWIS, DANIEL D",2018,1
"LEWIS, JARED C",2019,1
"LEWIS, KAMRYN R",2019,1
"LEWIS, NATHAN E",2018,1
"LEWIS, NATHAN E",2019,1
"LEWIS, NORMAN G",2016,1
"LEWIS, RANDOLPH",2017,1
"LEWIS, STEPHEN M",2019,1
"LEYDON, ALEXANDER R",2020,1
"LEYFMAN, YAN",2018,1
"LI, AITAO",2018,1
"LI, AIYING",2018,1
"LI, AOLIN",2019,1
"LI, B Z",2017,1
"LI, BAOQING",2017,1
"LI, BIN",2016,1
"LI, BIN",2017,1
"LI, BIN",2018,1
"LI, BINGZHI",2016,6
"LI, BINGZHI",2017,5
"LI, BINGZHI",2018,2
"LI, BINGZHI",2019,1
"LI, BO",2017,1
"LI, CHANGFU",2018,1
"LI, CHANGLONG",2019,1
"LI, CHAO",2020,1
"LI, CHAOJING",2018,1
"LI, CHEN",2017,1
"LI, CHEN",2018,1
"LI, CHENG",2018,3
"LI, CHENG",2019,1
"LI, CHENMENG",2018,2
"LI, CHENXI",2019,2
"LI, CHENYI",2016,1
"LI, CHENYI",2018,3
"LI, CHIEN-TING",2020,1
"LI, CHUAN",2019,1
"LI, CHUANYIN",2020,1
"LI, CHUN",2016,1
"LI, CHUN",2017,2
"LI, CHUN",2018,3
"LI, CHU-XIN",2018,2
"LI, CONGFA",2018,2
"LI, CONGFA",2019,1
"LI, DAN",2017,1
"LI, DASHUAI",2016,1
"LI, DASHUAI",2018,1
"LI, DASHUAI",2019,1
"LI, DE-SEN",2019,1
"LI, DE-SEN",2020,1
"LI, DONG",2018,1
"LI, ENZE",2019,1
"LI, FANGFEI",2016,1
"LI, FEI-FEI",2016,4
"LI, FEI-FEI",2018,1
"LI, FENG",2017,5
"LI, FENG",2018,3
"LI, FENG",2019,1
"LI, FULI",2017,1
"LI, FULI",2019,2
"LI, FU-SHUANG",2017,1
"LI, GANG",2017,1
"LI, GUANGYUE",2018,1
"LI, GUI",2017,1
"LI, GUIDENG",2019,1
"LI, GUILAN",2020,1
"LI, GUI-LIN",2019,1
"LI, GUOQIANG",2019,1
"LI, HAOCHENG",2019,1
"LI, HENG",2017,1
"LI, HEYING",2017,1
"LI, HEYING",2018,1
"LI, HOI-YEUNG",2018,1
"LI, HONGXIA",2017,1
"LI, HONGXING",2018,1
"LI, HONGYU",2017,1
"LI, HU",2018,1
"LI, HUANJIE",2019,1
"LI, HUANJIE",2020,1
"LI, HUANQIU",2017,1
"LI, HUAZHONG",2016,1
"LI, HUAZHONG",2017,1
"LI, HUILING",2018,1
"LI, JIAHE",2019,1
"LI, JIAHE",2020,1
"LI, JIAMIAN",2018,1
"LI, JIAMIN",2018,1
"LI, JIAN",2016,2
"LI, JIAN",2017,2
"LI, JIAN",2019,1
"LI, JIAN",2020,2
"LI, JIANFA",2016,2
"LI, JIANFA",2017,2
"LI, JIANG",2017,2
"LI, JIANG",2020,1
"LI, JIANGHUA",2016,1
"LI, JIANGHUA",2017,4
"LI, JIANGHUA",2018,4
"LI, JIANGHUA",2019,2
"LI, JIANGHUA",2020,1
"LI, JIANHUA",2016,2
"LI, JIANNAN",2017,1
"LI, JIAN-XU",2017,1
"LI, JIAO",2020,1
"LI, JIA-WEI",2019,1
"LI, JIAYANG",2018,1
"LI, JIE",2018,2
"LI, JIE",2020,1
"LI, JINE",2020,1
"LI, JING",2017,1
"LI, JING",2018,3
"LI, JINGWEI",2018,1
"LI, JINGYING",2019,1
"LI, JINYANG",2017,1
"LI, JUAN",2019,1
"LI, JUAN",2020,1
"LI, JUN",2017,1
"LI, JUN",2018,1
"LI, KAI",2019,1
"LI, KUNHUA",2017,1
"LI, LEI",2017,1
"LI, LEI",2018,2
"LI, LEI",2019,3
"LI, LING",2018,1
"LI, LINGJUN",2017,1
"LI, LINGLING",2019,1
"LI, LINSHENG",2020,1
"LI, LU",2017,1
"LI, LU",2019,1
"LI, MAN",2019,2
"LI, MAN",2020,1
"LI, MEI",2017,1
"LI, MEI",2019,3
"LI, MEIJIE",2019,2
"LI, MENGYI",2018,1
"LI, MIAN",2019,1
"LI, MIN",2018,1
"LI, MING",2017,1
"LI, MING",2018,1
"LI, MING-HSIN",2017,1
"LI, MING-ZHUO",2017,1
"LI, MINYONG",2017,1
"LI, NAN-SHENG",2016,1
"LI, NING",2019,2
"LI, NING",2020,2
"LI, P",2019,1
"LI, PANPAN",2017,1
"LI, PENGWEI",2018,1
"LI, QI",2019,1
"LI, QIAN",2017,1
"LI, QIAN",2019,1
"LI, QIAN",2020,1
"LI, QIANG",2017,1
"LI, QIANG",2018,3
"LI, QIN",2019,1
"LI, QINGCHUAN",2019,1
"LI, QINGCHUAN",2020,1
"LI, QINGGANG",2016,1
"LI, QINGGANG",2018,1
"LI, QINGSHENG",2017,1
"LI, QISHUANG",2020,2
"LI, QIU-SHI",2019,1
"LI, RACHEL A",2016,1
"LI, RONG",2019,1
"LI, RONGSHENG",2020,1
"LI, RUIJUAN",2018,1
"LI, SHANGDA",2020,1
"LI, SHANHU",2019,1
"LI, SHANSHAN",2019,1
"LI, SHENGCHUN",2017,1
"LI, SHENG-HONG",2019,1
"LI, SHENG-HONG",2020,1
"LI, SHILIN",2020,1
"LI, SHIYUAN",2016,1
"LI, SHIYUAN",2017,2
"LI, SHOU-LIAN",2017,1
"LI, SHUAI",2018,1
"LI, SHUAILIN",2019,1
"LI, SHUANG",2019,1
"LI, SHUBIN",2018,3
"LI, SHUBIN",2019,1
"LI, SHUE",2018,1
"LI, SHU-MING",2017,1
"LI, SHU-MING",2018,2
"LI, SHU-MING",2019,1
"LI, SIWEI",2016,1
"LI, SIWEI",2018,1
"LI, SIWEI",2020,1
"LI, SUHUAN",2019,1
"LI, TENG",2016,1
"LI, TIAN",2016,1
"LI, TIAN",2017,1
"LI, TIAN",2018,1
"LI, TIAN",2019,1
"LI, TIANPEI",2018,1
"LI, TIANYI",2016,1
"LI, TIANYI",2018,2
"LI, TIANYI",2019,1
"LI, TING",2016,2
"LI, TING",2018,1
"LI, TINGTING",2018,1
"LI, TSUNG-LIN",2019,1
"LI, W",2016,1
"LI, WANQING",2018,1
"LI, WEI",2017,1
"LI, WEI",2018,2
"LI, WEICHAO",2018,2
"LI, WEIGUO",2018,1
"LI, WEIXIAN",2017,1
"LI, WEIXIAN",2018,1
"LI, WEIXIAN",2019,1
"LI, WEIXIAN",2020,1
"LI, WEIYAO",2019,1
"LI, WENCHAO",2018,2
"LI, WEN-HSIUNG",2020,1
"LI, WENLU",2018,1
"LI, XIA",2016,3
"LI, XIA",2017,1
"LI, XIA",2019,1
"LI, XIANGKAI",2019,1
"LI, XIAOBO",2018,1
"LI, XIAOBO",2020,1
"LI, XIAODONG",2018,1
"LI, XIAODONG",2019,2
"LI, XIAOFANG",2019,1
"LI, XIAOFEI",2017,2
"LI, XIAOHUA",2018,1
"LI, XIAO-NIAN",2018,1
"LI, XIAOWEI",2019,1
"LI, XIAOYANG",2019,1
"LI, XIAOZHENG",2018,1
"LI, XIMING",2019,1
"LI, XINGXING",2017,1
"LI, XINHAO",2020,1
"LI, XINHUI",2017,1
"LI, XIN-LIN",2018,1
"LI, XIN-MIN",2019,1
"LI, XINMIN S",2019,1
"LI, XINTONG",2018,1
"LI, XINYANG",2019,1
"LI, XUAN",2017,1
"LI, XUE-NAN",2016,1
"LI, XUEYONG",2016,1
"LI, XUN",2019,1
"LI, Y",2016,1
"LI, YAN",2017,2
"LI, YAN",2020,2
"LI, YANJUN",2017,1
"LI, YANLING",2019,1
"LI, YANNI",2018,1
"LI, YANNI",2020,1
"LI, YANPENG",2019,1
"LI, YANRAN",2018,1
"LI, YANRAN",2020,1
"LI, YAOHAO",2019,1
"LI, YAWEN",2017,1
"LI, YE",2018,1
"LI, YI",2017,1
"LI, YI",2018,2
"LI, YI",2019,1
"LI, YIFAN",2019,1
"LI, YIKUI",2018,1
"LI, YIN",2016,1
"LI, YIN",2018,2
"LI, YING",2016,3
"LI, YING",2018,3
"LI, YINQING",2017,1
"LI, YIQUN",2019,1
"LI, YI-SHAN",2019,1
"LI, YIWEI",2017,1
"LI, YIYAN",2017,1
"LI, YONG",2020,1
"LI, YONG FUGA",2017,2
"LI, YONGQUAN",2019,2
"LI, YONG-XIN",2020,1
"LI, YUAN",2018,1
"LI, YUANXIU",2017,3
"LI, YUANZI",2017,1
"LI, YUEXUAN",2018,1
"LI, YUEZHONG",2018,1
"LI, YUHUA",2019,1
"LI, YUNJIE",2017,1
"LI, YUNJIE",2020,1
"LI, YUNXIANG",2017,1
"LI, YUNXIANG",2018,1
"LI, YUWENBIN",2018,1
"LI, ZEYAN",2018,1
"LI, ZHANGQUN",2019,1
"LI, ZHE",2018,1
"LI, ZHEN",2018,1
"LI, ZHENGDA",2016,1
"LI, ZHENGDA",2018,1
"LI, ZHENGDA",2019,1
"LI, ZHI",2018,1
"LI, ZHILING",2020,1
"LI, ZHIQIANG",2016,1
"LI, ZHIQIANG",2017,1
"LI, ZHONGCAI",2019,1
"LI, ZHONGKANG",2018,1
"LI, ZHONGKANG",2020,1
"LI, ZHU",2020,1
"LI, ZI-HAO",2018,1
"LI, ZILONG",2019,1
"LI, ZONGHAO",2019,1
"LIA, IOANA",2019,1
"LIACHKO, IVAN",2016,1
"LIAN, JIAZHANG",2016,2
"LIAN, JIAZHANG",2017,2
"LIAN, JIAZHANG",2018,2
"LIAN, JIAZHANG",2019,3
"LIANG, ALEXANDRIA D",2018,1
"LIANG, CHEN",2019,1
"LIANG, CHEN",2020,1
"LIANG, CHENYU",2020,1
"LIANG, DONGMEI",2018,1
"LIANG, FEIYAN",2016,1
"LIANG, FU-SEN",2017,1
"LIANG, HAOYU",2016,1
"LIANG, HONG",2018,1
"LIANG, HUANHUAN",2016,1
"LIANG, HUICHAO",2017,1
"LIANG, JING",2017,1
"LIANG, JINGJING",2018,1
"LIANG, KANG",2017,2
"LIANG, LIANG",2019,1
"LIANG, LIYA",2016,1
"LIANG, LIYA",2017,1
"LIANG, LIYA",2018,1
"LIANG, LIYA",2020,1
"LIANG, MINDONG",2019,1
"LIANG, MINGZHI",2016,1
"LIANG, PEIXIN",2017,1
"LIANG, PEIXIN",2019,1
"LIANG, QIANG",2017,1
"LIANG, QIONGLIN",2019,1
"LIANG, QUANFENG",2016,1
"LIANG, QUANFENG",2017,1
"LIANG, QUANFENG",2018,1
"LIANG, SHUFANG",2019,1
"LIANG, SIYU",2020,1
"LIANG, TONGTONG",2018,1
"LIANG, XIAO",2018,1
"LIANG, XIAOYE",2019,1
"LIANG, YAJING",2016,1
"LIANG, YAN",2017,1
"LIANG, YAN-LI",2018,1
"LIANG, YONG",2018,1
"LIANG, YOUYUN",2016,1
"LIANG, YOUYUN",2017,1
"LIANG, YOUYUN",2019,1
"LIANG, YUANMEI",2017,1
"LIANG, YUJIE",2019,1
"LIAO, CHEN",2016,2
"LIAO, CHEN",2017,1
"LIAO, CHIH-YI",2019,1
"LIAO, HANNA",2019,1
"LIAO, JAMES C",2016,1
"LIAO, JAMES C",2018,2
"LIAO, JEN-YU",2016,1
"LIAO, JEN-YU",2018,1
"LIAO, MICHAEL J",2018,1
"LIAO, MICHAEL J",2019,1
"LIAO, SHUYONG",2016,1
"LIAO, WEIFANG",2016,1
"LIAO, XINHUI",2018,1
"LIAO, ZHIHUA",2017,1
"LIAO, ZHIHUA",2019,1
"LIBBY, STEPHEN J",2019,1
"LI-BEISSON, YONGHUA",2018,2
"LIBERA, MATTHEW",2018,1
"LIBERTON, MICHELLE",2016,1
"LIBICHER, KAI",2018,1
"LIBICHER, KAI",2019,1
"LIBIS, VINCENT",2016,3
"LIBKIND, DIEGO",2016,1
"LI-BLATTER, XIAOCHUN",2018,1
"LIBOUREL, IGOR G L",2016,1
"LICAUSI, FRANCESCO",2018,1
"LICAUSI, FRANCESCO",2019,2
"LICHMAN, BENJAMIN R",2017,1
"LICHTE, MATTHEW F",2017,1
"LICHTENSTEIN, SAMSON",2020,1
"LICKNACK, TIMOTHY J",2016,1
"LIEBAL, ULF W",2020,1
"LIEBMAN, SUSAN W",2017,1
"LIEDL, KLAUS R",2019,1
"LIEDTKE, JASPER",2017,1
"LIEM, ALVIN T",2019,1
"LIEM, CHRISTINA R",2019,1
"LIEPINS, JANIS",2019,1
"LIEPMANN, DORIAN",2019,1
"LIEVENSE, JEFF",2018,1
"LIEW, FUNGMIN",2016,1
"LIEW, LYNETTE",2019,1
"LILJANDER, ANNE",2019,1
"LILJERUHM, JOSEFINE",2018,1
"LILJERUHM, JOSEFINE",2019,1
"LILLACCI, GABRIELE",2018,1
"LIM HUEI SIN, MICHELLE",2020,1
"LIM, BENTLEY",2016,1
"LIM, CHIN GIAW",2016,1
"LIM, DAEJIN",2019,1
"LIM, HAN N",2016,1
"LIM, HYUN GYU",2016,3
"LIM, HYUN GYU",2017,3
"LIM, HYUN GYU",2018,3
"LIM, I",2019,1
"LIM, JAE HYUNG",2016,1
"LIM, JI WON",2016,1
"LIM, JI WON",2019,1
"LIM, JONGDOO",2018,1
"LIM, JOO HYUN",2018,1
"LIM, MI HEE",2016,1
"LIM, SAMSUNG",2018,1
"LIM, SIERIN",2017,2
"LIM, SIERIN",2020,1
"LIM, SOOKKYUNG",2018,1
"LIM, SUN WOO",2019,1
"LIM, WENDELL A",2016,3
"LIM, WENDELL A",2017,2
"LIM, WENDELL A",2019,1
"LIM, YVONNE YIJUAN",2017,1
"LIM, YVONNE YIJUAN",2020,1
"LIMO, MARION J",2018,1
"LIMOGES, BENOÃƒÆ’Ã‚Â®T",2019,1
"LIN, BAIXUE",2016,1
"LIN, BENJAMIN",2016,1
"LIN, CHE",2016,1
"LIN, CHENG-WEN",2019,1
"LIN, CHEN-SHENG",2019,1
"LIN, CHENXIANG",2020,1
"LIN, CHRIS",2016,1
"LIN, CHUN-LIANG",2018,1
"LIN, DA",2017,1
"LIN, GENG-MIN",2019,1
"LIN, GUI-MING",2018,1
"LIN, HONG-XUAN",2019,1
"LIN, HSIAO-CHING",2017,1
"LIN, JIA-LING",2020,1
"LIN, JIWEI",2016,2
"LIN, JUN",2016,1
"LIN, JUN",2019,1
"LIN, JUNHAO",2016,2
"LIN, JYUN-LIANG",2016,1
"LIN, JYUN-LIANG",2017,3
"LIN, JYUN-LIANG",2018,1
"LIN, KUAN-HUNG",2019,1
"LIN, MEI-TING",2016,1
"LIN, MEI-WEI",2018,2
"LIN, MENG-YIN",2016,1
"LIN, MICHAEL Z",2018,1
"LIN, MIN",2018,1
"LIN, MIN",2019,1
"LIN, MONG-SHANG",2018,1
"LIN, PAUL P",2018,1
"LIN, PENGCHENG",2020,1
"LIN, PO-CHENG",2018,1
"LIN, QIAO",2019,2
"LIN, QIU-HUI",2016,2
"LIN, SAMUEL",2018,1
"LIN, SHAOTING",2017,1
"LIN, SHUANGJUN",2018,1
"LIN, TING",2019,1
"LIN, TING-TING",2017,1
"LIN, WAY-RONG",2019,1
"LIN, XIAHUI",2019,1
"LIN, XIAO",2017,1
"LIN, XIAOXIA NINA",2017,1
"LIN, XIULI",2016,1
"LIN, XUE",2018,2
"LIN, XUE",2019,1
"LIN, YA-HUI",2016,1
"LIN, YAN",2017,1
"LIN, YAO",2019,1
"LIN, YIBIN",2017,1
"LIN, YICONG",2016,2
"LIN, YICONG",2019,1
"LIN, YILIANG",2019,1
"LIN, YINA",2019,1
"LIN, YING",2017,1
"LIN, YING",2019,1
"LIN, YING",2020,1
"LIN, YONE K",2018,1
"LIN, YU-JU",2020,1
"LIN, YUPING",2019,1
"LIN, ZHAO-SHOU",2019,1
"LIN, ZHENJIAN",2016,1
"LIN, ZHENJIAN",2017,1
"LIN, ZHENJIAN",2018,1
"LINDBERG MUELLER, BIRGER",2017,2
"LINDBERG MUELLER, BIRGER",2018,1
"LINDBERG MUELLER, BIRGER",2020,1
"LINDEN, NOAH",2017,1
"LINDEN, NOAH",2018,1
"LINDER, JOHANNES",2018,1
"LINDERMAN, J J",2016,1
"LINDHOLM, A K",2019,1
"LINDLE, JESSICA M",2016,1
"LINDLEY, MATTHEW",2019,1
"LINDNER, STEFFEN N",2018,2
"LINDNER, STEFFEN N",2019,3
"LINDQUIST, SUSAN",2017,1
"LINDSEY, JASON",2018,1
"LING, CHEN",2018,1
"LING, HUA",2017,1
"LING, HUA",2018,2
"LING, HUA",2019,1
"LING, JIQIANG",2016,2
"LING, JIQIANG",2018,1
"LING, SHENGJIE",2018,1
"LING, YI",2019,1
"LINGER, JEFFREY G",2018,1
"LINHARDT, ROBERT J",2016,1
"LINHARDT, ROBERT J",2017,2
"LINHARDT, ROBERT J",2018,1
"LINHARDT, ROBERT J",2020,1
"LINK, HANNES",2018,1
"LINKE, HEINER",2017,1
"LINKE, HEINER",2020,1
"LINKO, VEIKKO",2020,1
"LINKOV, IGOR",2017,1
"LINKOV, IGOR",2018,1
"LINKOV, IGOR",2019,2
"LINKOV, IGOR",2020,1
"LINNE, UWE",2019,1
"LINTERMANN, RUTH",2020,1
"LINTON, JONATHAN",2020,1
"LIOW, LU TING",2020,1
"LIPOWSKY, REINHARD",2018,3
"LIPOWSKY, REINHARD",2019,1
"LIPPE, R",2019,1
"LIPPERT, ALEXANDER R",2019,1
"LIPPMEIER, J CASEY",2019,1
"LIPSON, HOD",2016,1
"LIRA, RAFAEL B",2018,1
"LIRA, RAFAEL B",2019,1
"LISHCHUK, ANNA",2018,1
"LISHCHUK, ANNA",2019,1
"LISS, MICHAEL",2019,1
"LISS, MICHAEL",2020,1
"LISSE, DOMENIK",2018,1
"LISSINA, ANYA",2016,1
"LISTER, RYAN",2019,1
"LITI, GIANNI",2018,1
"LITOVCO, PHYANA",2019,1
"LITSCHEL, THOMAS",2018,1
"LITSCHEL, THOMAS",2019,1
"LIU, ALLEN P",2016,1
"LIU, ALLEN P",2017,2
"LIU, ALLEN P",2018,1
"LIU, ALLEN P",2019,5
"LIU, ALLEN P",2020,1
"LIU, ARREN",2020,1
"LIU, BAO-LI",2016,1
"LIU, BI-FENG",2018,1
"LIU, BIN",2016,1
"LIU, BIN",2019,1
"LIU, BING",2016,1
"LIU, BING",2018,1
"LIU, BO",2016,2
"LIU, CHANG C",2018,2
"LIU, CHANG C",2019,1
"LIU, CHANGQING",2019,1
"LIU, CHEN-GUANG",2017,1
"LIU, CHENLI",2017,2
"LIU, CHENLI",2019,2
"LIU, CHUNG CHIUN",2019,1
"LIU, CHUNJIANG",2019,1
"LIU, CHUNSHENG",2019,1
"LIU, CHUN-TING",2019,1
"LIU, DAVID R",2017,1
"LIU, DAVID R",2019,1
"LIU, DEGAO",2017,1
"LIU, DEHUA",2017,2
"LIU, DENG",2016,1
"LIU, DENG",2018,1
"LIU, DI",2016,1
"LIU, DI",2017,2
"LIU, DI",2018,1
"LIU, DI",2019,1
"LIU, DI",2020,1
"LIU, DIANE",2019,1
"LIU, DINGYU",2018,2
"LIU, DINGYU",2019,1
"LIU, DONGLIANG",2020,1
"LIU, DUO",2016,1
"LIU, DUO",2017,3
"LIU, DUO",2018,1
"LIU, DUO",2019,2
"LIU, DUO",2020,1
"LIU, FANG",2018,1
"LIU, FENG",2019,2
"LIU, FENGQUAN",2020,1
"LIU, GAOWEN",2016,1
"LIU, GUANG",2019,1
"LIU, GUIZHEN",2019,1
"LIU, GUO-SONG",2019,1
"LIU, HAIFENG",2019,1
"LIU, HAIQING",2019,1
"LIU, HAIYUN",2019,1
"LIU, HAOBAO",2019,1
"LIU, HELEN W",2018,1
"LIU, HONG",2016,4
"LIU, HONG",2017,4
"LIU, HONG",2018,1
"LIU, HONG",2019,2
"LIU, HONGMEI",2016,1
"LIU, HONGMEI",2017,1
"LIU, HONGYAN",2019,1
"LIU, HONGYU",2018,1
"LIU, HUAIWEI",2019,1
"LIU, HUAIWEI",2020,1
"LIU, HUAYI",2018,1
"LIU, HUI-MIN",2016,1
"LIU, JANE M",2018,1
"LIU, JIA",2016,2
"LIU, JIA",2017,1
"LIU, JIA",2018,1
"LIU, JIAHENG",2018,1
"LIU, JIAHENG",2019,1
"LIU, JIAKUN",2018,1
"LIU, JIAKUN",2019,1
"LIU, JIAN",2020,1
"LIU, JIANGWEI",2016,1
"LIU, JIANKANG",2016,1
"LIU, JIANMING",2018,1
"LIU, JIAN-ZHONG",2017,1
"LIU, JIAN-ZHONG",2020,2
"LIU, JIAO",2018,1
"LIU, JIHE",2017,1
"LIU, JI-KAI",2020,1
"LIU, JIMEI",2017,1
"LIU, JINCONG",2019,1
"LIU, JINDOU",2017,1
"LIU, JING",2018,1
"LIU, JINGJING",2016,1
"LIU, JINGJING",2017,1
"LIU, JINGJING",2019,1
"LIU, JIN-GUI",2016,1
"LIU, JINNY L",2018,1
"LIU, JIWEI",2020,1
"LIU, JUN",2018,1
"LIU, JUN",2019,1
"LIU, JUNLAN",2018,1
"LIU, JUNQIU",2016,1
"LIU, JUNQUAN",2018,1
"LIU, JUNTAI",2020,1
"LIU, KAIWEN IVY",2018,1
"LIU, LANQING",2019,1
"LIU, LEI",2018,1
"LIU, LEQIAN",2017,1
"LIU, LEQIAN",2019,1
"LIU, LESHI",2019,1
"LIU, LI",2016,2
"LIU, LI",2018,1
"LIU, LI",2020,1
"LIU, LIMING",2017,3
"LIU, LIMING",2019,4
"LIU, LIMING",2020,1
"LIU, LIN",2017,1
"LIU, LIYANG",2019,1
"LIU, LIZHONG",2016,1
"LIU, LIZHONG",2017,1
"LIU, LONG",2017,4
"LIU, LONG",2018,4
"LIU, LONG",2019,5
"LIU, LONG",2020,1
"LIU, LONGYING",2017,1
"LIU, LU",2020,1
"LIU, LU-NING",2018,1
"LIU, LU-NING",2019,1
"LIU, MATTHEW",2020,1
"LIU, MEI",2016,1
"LIU, MEIZI",2018,1
"LIU, MIAO-MIAO",2017,1
"LIU, MIN",2019,1
"LIU, MINGHUI",2016,1
"LIU, MINGHUI",2018,1
"LIU, NIAN",2018,2
"LIU, NING-ZHI",2016,1
"LIU, PINGCHENG",2018,1
"LIU, PINGHUA",2016,1
"LIU, PINGHUA",2020,1
"LIU, PU",2019,1
"LIU, QI",2017,1
"LIU, QI",2019,1
"LIU, QI",2020,1
"LIU, QIAN",2017,1
"LIU, QIAN",2018,1
"LIU, QIAN",2019,1
"LIU, QIAN",2020,1
"LIU, QIAOLING",2019,1
"LIU, QIJUN",2017,1
